0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
56,0.9166667,-1.8797400,1.0502400,-0.4504900,-1.8301000,1.0465600,-0.2931900,-1.8506200,0.8835800,-0.0005000,-1.6034100,0.7216300,0.0479600,-1.9187400,1.0543500,-0.5937100,-2.1008400,0.8962200,-0.7973200,-2.0228700,0.6876100,-0.9143900,-2.0443900,0.5616300,-0.3664900,-2.0568100,0.5473800,-0.2616200,-2.2140100,0.1620100,-0.0852300,-2.5907900,-0.0887800,0.1069600,-2.0786600,0.5724100,-0.4917200,-1.8033700,0.3149500,-0.6748500,-1.6333700,-0.0838500,-0.8397200,-1.4331200,-0.0675500,-0.9288800,-1.4908200,-0.0678900,-0.9560100,-1.6393200,-0.1483300,-0.8292900,-2.5342300,-0.2407500,0.1553200,-2.5559500,-0.1920000,0.2008900,-2.6892800,-0.0928100,0.1138000,
57,0.9333333,-1.8352400,1.0400900,-0.4773400,-1.7857800,1.0353300,-0.3247500,-1.8174800,0.8876700,-0.0297200,-1.5771900,0.7146800,0.0113100,-1.8827900,1.0391200,-0.6222500,-2.0611900,0.8860800,-0.8236800,-1.9819900,0.6850400,-0.9524300,-1.9876000,0.5463600,-0.3916200,-2.0031200,0.5319900,-0.2859100,-2.1773200,0.1462000,-0.1179600,-2.5666100,-0.0876700,0.0642000,-2.0209700,0.5538500,-0.5155100,-1.7621800,0.3018400,-0.7051400,-1.6073500,-0.1054700,-0.8676500,-1.4206800,-0.1112300,-0.9641200,-1.4746400,-0.1015100,-0.9919100,-1.6206600,-0.1900700,-0.8511200,-2.5204700,-0.2441000,0.1156200,-2.5377600,-0.1894300,0.1632500,-2.6527700,-0.0839400,0.0631500,
58,0.9500000,-1.7910600,1.0234800,-0.5027900,-1.7394000,1.0261100,-0.3556500,-1.7837000,0.8895100,-0.0609000,-1.5513000,0.7108600,-0.0320100,-1.8494800,1.0187600,-0.6524100,-2.0193900,0.8673200,-0.8501200,-1.9426700,0.6808600,-0.9871700,-1.9353200,0.5299100,-0.4147100,-1.9475200,0.5120200,-0.3101600,-2.1398000,0.1272600,-0.1551900,-2.5399100,-0.0837700,0.0202500,-1.9693800,0.5381300,-0.5394100,-1.7084900,0.2913000,-0.7350300,-1.5885100,-0.1304400,-0.8899900,-1.4157300,-0.1692000,-1.0008000,-1.4649600,-0.1519600,-1.0277500,-1.6232200,-0.2077900,-0.8645500,-2.5008600,-0.2408500,0.0761200,-2.5179900,-0.1915500,0.1239000,-2.6197100,-0.0739800,0.0132400,
59,0.9666667,-1.7501100,1.0057200,-0.5296200,-1.6954200,1.0112300,-0.3849100,-1.7455700,0.8862400,-0.0920000,-1.5208600,0.7081900,-0.0826300,-1.8171300,0.9969300,-0.6825800,-1.9825800,0.8479600,-0.8775000,-1.9024900,0.6725200,-1.0177700,-1.8877400,0.5121100,-0.4364000,-1.8932400,0.4960600,-0.3361600,-2.1028600,0.1082600,-0.1935500,-2.5100700,-0.0716000,-0.0240100,-1.9235700,0.5292200,-0.5628800,-1.6498400,0.2907100,-0.7660000,-1.5809100,-0.1501000,-0.9068000,-1.4121700,-0.2123500,-1.0297800,-1.4605500,-0.1783300,-1.0536700,-1.6262100,-0.2224400,-0.8725500,-2.4738300,-0.2338900,0.0322900,-2.4943600,-0.1901400,0.0799900,-2.5945700,-0.0677100,-0.0335500,
60,0.9833333,-1.7143300,0.9871200,-0.5574400,-1.6566000,0.9906200,-0.4109900,-1.7049300,0.8767400,-0.1235600,-1.4834100,0.7028800,-0.1381700,-1.7824100,0.9832500,-0.7097900,-1.9518800,0.8364600,-0.9049400,-1.8612500,0.6604500,-1.0479700,-1.8442000,0.4974500,-0.4583700,-1.8453500,0.4859600,-0.3618900,-2.0618700,0.0923700,-0.2293100,-2.4759900,-0.0657400,-0.0707200,-1.8802600,0.5194500,-0.5838200,-1.5963300,0.3012900,-0.7921100,-1.5818900,-0.1616000,-0.9174800,-1.4047400,-0.2337500,-1.0432900,-1.4515500,-0.1958000,-1.0642400,-1.6233800,-0.2297300,-0.8775300,-2.4390100,-0.2287800,-0.0201700,-2.4563500,-0.1899500,0.0299900,-2.5742100,-0.0602500,-0.0797200,
61,1.0000000,-1.6819800,0.9667800,-0.5857200,-1.6165900,0.9708200,-0.4358800,-1.6625100,0.8595600,-0.1545800,-1.4399200,0.6967300,-0.1949000,-1.7443000,0.9639000,-0.7322700,-1.9186400,0.8157800,-0.9308600,-1.8173600,0.6458000,-1.0804100,-1.8070000,0.4895200,-0.4789600,-1.8084600,0.4786900,-0.3823800,-2.0062900,0.0716900,-0.2665200,-2.4445300,-0.0560600,-0.1250700,-1.8399400,0.5100600,-0.6007300,-1.5537800,0.3162700,-0.8095000,-1.5831200,-0.1597700,-0.9215500,-1.3956900,-0.2344900,-1.0430800,-1.4429500,-0.1969400,-1.0654900,-1.6178900,-0.2242200,-0.8805400,-2.4063000,-0.2188500,-0.0799500,-2.4123200,-0.1854000,-0.0290100,-2.5501900,-0.0489500,-0.1279800,
62,1.0166667,-1.6483200,0.9497400,-0.6142700,-1.5692000,0.9541200,-0.4611600,-1.6194600,0.8431000,-0.1827500,-1.3951600,0.6851100,-0.2504800,-1.7059400,0.9488700,-0.7523500,-1.8756900,0.7939300,-0.9560000,-1.7703500,0.6384800,-1.1117800,-1.7759800,0.4859900,-0.4950900,-1.7817000,0.4651500,-0.3960100,-1.9385600,0.0443200,-0.3099000,-2.4132200,-0.0440800,-0.1857300,-1.8015000,0.5011400,-0.6137800,-1.5226500,0.3274000,-0.8218800,-1.5802600,-0.1524100,-0.9205300,-1.3853500,-0.2318100,-1.0352200,-1.4336200,-0.1986000,-1.0614800,-1.6123600,-0.2192500,-0.8808500,-2.3803700,-0.2127200,-0.1432200,-2.3794300,-0.1788600,-0.0985000,-2.5135700,-0.0318300,-0.1799200,
63,1.0333333,-1.6102600,0.9320900,-0.6410400,-1.5187000,0.9409400,-0.4855700,-1.5746900,0.8241600,-0.2090700,-1.3573000,0.6749900,-0.3042300,-1.6683900,0.9281700,-0.7732300,-1.8243000,0.7710400,-0.9819100,-1.7191600,0.6253800,-1.1399700,-1.7461100,0.4829300,-0.5070900,-1.7563100,0.4473400,-0.4074900,-1.8746700,0.0139300,-0.3558800,-2.3721200,-0.0309800,-0.2469200,-1.7639600,0.4951600,-0.6239300,-1.5006800,0.3225200,-0.8311300,-1.5777400,-0.1454500,-0.9186100,-1.3826600,-0.2282100,-1.0299500,-1.4319800,-0.1973800,-1.0585300,-1.6111900,-0.2172200,-0.8794600,-2.3651700,-0.2154200,-0.2116900,-2.3631200,-0.1812500,-0.1782700,-2.4571800,-0.0073500,-0.2345300,
64,1.0500000,-1.5700100,0.9158700,-0.6631000,-1.4735700,0.9273700,-0.5073800,-1.5256600,0.8058800,-0.2358500,-1.3271300,0.6613300,-0.3554800,-1.6346100,0.9072000,-0.7940500,-1.7752300,0.7518200,-1.0085200,-1.6662700,0.6103400,-1.1705300,-1.7177600,0.4749700,-0.5159700,-1.7275700,0.4381400,-0.4191000,-1.8265600,-0.0059000,-0.3984000,-2.3113100,-0.0188000,-0.3042900,-1.7311900,0.4893500,-0.6299100,-1.4862800,0.3091600,-0.8367000,-1.5756500,-0.1459900,-0.9171300,-1.3893500,-0.2279600,-1.0323700,-1.4376400,-0.1959100,-1.0598900,-1.6135300,-0.2136200,-0.8780300,-2.3602900,-0.2230300,-0.2897700,-2.3537900,-0.1884200,-0.2646500,-2.3804200,0.0120000,-0.2876600,
65,1.0666667,-1.5313200,0.8961200,-0.6798500,-1.4358600,0.9079500,-0.5270500,-1.4759300,0.7945100,-0.2613600,-1.3000500,0.6472900,-0.4013600,-1.6060700,0.8821800,-0.8110000,-1.7311100,0.7208000,-1.0343500,-1.6131800,0.5955200,-1.2037700,-1.6995300,0.4693500,-0.5211400,-1.7005300,0.4377900,-0.4255400,-1.7821600,-0.0211600,-0.4359800,-2.2354100,-0.0131700,-0.3561800,-1.7097200,0.4872600,-0.6297200,-1.4699500,0.2955800,-0.8400200,-1.5737500,-0.1490800,-0.9155900,-1.3979200,-0.2334000,-1.0390000,-1.4425600,-0.1975800,-1.0630000,-1.6130500,-0.2155100,-0.8767100,-2.3467200,-0.2285100,-0.3713200,-2.3282900,-0.1961100,-0.3453400,-2.2939500,0.0249200,-0.3372200,
66,1.0833333,-1.4975500,0.8859600,-0.6936900,-1.4021000,0.8949800,-0.5464600,-1.4317500,0.7816800,-0.2826000,-1.2728900,0.6304600,-0.4359700,-1.5803400,0.8657100,-0.8237300,-1.6901000,0.7104000,-1.0584900,-1.5563600,0.5814000,-1.2288500,-1.6904800,0.4672000,-0.5231000,-1.6786000,0.4434200,-0.4236100,-1.7309300,-0.0269900,-0.4694700,-2.1612900,-0.0121200,-0.4029700,-1.6990000,0.4875500,-0.6247900,-1.4450600,0.2891700,-0.8440700,-1.5725000,-0.1531800,-0.9145300,-1.4054300,-0.2365900,-1.0456200,-1.4448800,-0.1974700,-1.0652100,-1.6127700,-0.2165200,-0.8766700,-2.3044100,-0.2173500,-0.4399500,-2.2801000,-0.1917300,-0.4087500,-2.2070100,0.0299400,-0.3853600,
67,1.1000000,-1.4671800,0.8746400,-0.7066000,-1.3688900,0.8873500,-0.5660500,-1.3945900,0.7709500,-0.3000800,-1.2544700,0.6127100,-0.4551400,-1.5529800,0.8504600,-0.8339200,-1.6458800,0.6970200,-1.0768200,-1.4934700,0.5701300,-1.2398900,-1.6821000,0.4655000,-0.5237600,-1.6551400,0.4474400,-0.4176600,-1.6764000,-0.0230300,-0.4954200,-2.1017100,-0.0102400,-0.4488900,-1.6929200,0.4883600,-0.6185900,-1.4184200,0.2876100,-0.8491700,-1.5741400,-0.1590100,-0.9160000,-1.4107500,-0.2378000,-1.0502700,-1.4469200,-0.1968400,-1.0661600,-1.6156300,-0.2155200,-0.8787200,-2.2360600,-0.1969600,-0.4865000,-2.2234400,-0.1800300,-0.4547400,-2.1344300,0.0319300,-0.4398600,
68,1.1166667,-1.4388000,0.8668700,-0.7199200,-1.3380600,0.8846600,-0.5850500,-1.3604800,0.7642600,-0.3148100,-1.2539100,0.5898200,-0.4584100,-1.5233700,0.8321400,-0.8425500,-1.5973200,0.6741800,-1.0866600,-1.4322700,0.5688500,-1.2447000,-1.6662800,0.4617900,-0.5243000,-1.6263900,0.4479700,-0.4147600,-1.6238200,-0.0197100,-0.5096000,-2.0579100,-0.0059400,-0.5011800,-1.6806600,0.4875700,-0.6145400,-1.4008200,0.2846400,-0.8536900,-1.5796000,-0.1654400,-0.9207600,-1.4124600,-0.2398600,-1.0519900,-1.4504100,-0.1985100,-1.0659100,-1.6200800,-0.2180600,-0.8822800,-2.1689800,-0.1713800,-0.5174800,-2.1763300,-0.1640600,-0.4905100,-2.0881400,0.0282300,-0.5075800,
69,1.1333333,-1.4117300,0.8562100,-0.7321900,-1.3103900,0.8824700,-0.6012000,-1.3271000,0.7617700,-0.3241500,-1.2666100,0.5668600,-0.4495500,-1.4926000,0.8214900,-0.8509300,-1.5465700,0.6631100,-1.0900000,-1.3782900,0.5717000,-1.2482800,-1.6368400,0.4586200,-0.5252500,-1.5974100,0.4465800,-0.4173500,-1.5720000,-0.0221900,-0.5132300,-2.0202100,0.0024400,-0.5573600,-1.6536800,0.4872700,-0.6172000,-1.3917500,0.2780400,-0.8567400,-1.5856300,-0.1698100,-0.9260300,-1.4109700,-0.2409500,-1.0508600,-1.4546100,-0.2006900,-1.0646600,-1.6245600,-0.2218100,-0.8857500,-2.1135400,-0.1553800,-0.5411000,-2.1368800,-0.1489600,-0.5197900,-2.0619300,0.0310400,-0.5792700,
70,1.1500000,-1.3844900,0.8430600,-0.7395100,-1.2822400,0.8809500,-0.6118800,-1.2961100,0.7626200,-0.3241600,-1.2801900,0.5442500,-0.4321100,-1.4621700,0.8137500,-0.8588500,-1.4953800,0.6577300,-1.0885600,-1.3281900,0.5677600,-1.2441600,-1.5975300,0.4592700,-0.5264300,-1.5735800,0.4468300,-0.4221600,-1.5210300,-0.0191600,-0.5113400,-1.9775700,0.0157300,-0.6026400,-1.6163300,0.4856800,-0.6268500,-1.3814100,0.2729000,-0.8596400,-1.5873700,-0.1696300,-0.9277500,-1.4070400,-0.2380000,-1.0472100,-1.4569100,-0.2009300,-1.0631600,-1.6279400,-0.2221200,-0.8876200,-2.0648900,-0.1514500,-0.5614300,-2.0933600,-0.1432200,-0.5435500,-2.0296300,0.0451100,-0.6306900,
71,1.1666667,-1.3523700,0.8367800,-0.7400900,-1.2527200,0.8778600,-0.6162900,-1.2713400,0.7656900,-0.3163700,-1.2931800,0.5177500,-0.4025800,-1.4360600,0.8093700,-0.8633200,-1.4488000,0.6392200,-1.0818000,-1.2786800,0.5581900,-1.2256700,-1.5585200,0.4632900,-0.5283900,-1.5484900,0.4504400,-0.4255200,-1.4674700,-0.0130900,-0.5063500,-1.9279800,0.0287400,-0.6277600,-1.5795200,0.4838500,-0.6375600,-1.3624400,0.2693900,-0.8644600,-1.5832500,-0.1666900,-0.9257700,-1.4001800,-0.2363400,-1.0419900,-1.4554000,-0.2017800,-1.0616800,-1.6270100,-0.2222900,-0.8875500,-2.0235000,-0.1393500,-0.5811200,-2.0486900,-0.1317500,-0.5647000,-1.9788500,0.0651200,-0.6514900,
72,1.1833333,-1.3157100,0.8369000,-0.7365400,-1.2267300,0.8734700,-0.6154700,-1.2549900,0.7703800,-0.3068900,-1.3124700,0.4959400,-0.3564100,-1.4125600,0.8117600,-0.8620900,-1.4139800,0.6234300,-1.0700600,-1.2291300,0.5475900,-1.1927800,-1.5226900,0.4687200,-0.5333000,-1.5104600,0.4544300,-0.4273800,-1.4096200,-0.0105400,-0.4977300,-1.8778100,0.0384600,-0.6342000,-1.5442700,0.4856700,-0.6445000,-1.3394900,0.2649000,-0.8711400,-1.5773100,-0.1617600,-0.9241400,-1.3976700,-0.2334200,-1.0403200,-1.4539800,-0.2014700,-1.0612600,-1.6223000,-0.2169000,-0.8875300,-1.9826900,-0.1273000,-0.5979100,-2.0005900,-0.1191300,-0.5814000,-1.9190300,0.0774400,-0.6514900,
73,1.2000000,-1.2834400,0.8387000,-0.7324300,-1.2041000,0.8714800,-0.6099200,-1.2437300,0.7783100,-0.2983200,-1.3333700,0.4903300,-0.2979600,-1.3832800,0.8160400,-0.8562100,-1.3847200,0.6084000,-1.0538400,-1.1817900,0.5483000,-1.1492000,-1.4899500,0.4712900,-0.5388000,-1.4651000,0.4551800,-0.4278300,-1.3514900,-0.0008600,-0.4860000,-1.8309400,0.0460400,-0.6238300,-1.5081200,0.4873500,-0.6461800,-1.3217600,0.2576400,-0.8764700,-1.5721100,-0.1568600,-0.9240500,-1.4020500,-0.2319000,-1.0432600,-1.4555300,-0.2021400,-1.0618400,-1.6138700,-0.2094800,-0.8888400,-1.9382900,-0.1154700,-0.6077600,-1.9460900,-0.1049400,-0.5897300,-1.8642700,0.0869100,-0.6398100,
74,1.2166667,-1.2585400,0.8399600,-0.7274800,-1.1785100,0.8739100,-0.6001100,-1.2305200,0.7911500,-0.2884900,-1.3431700,0.5020100,-0.2380300,-1.3457400,0.8229100,-0.8484700,-1.3484900,0.5907200,-1.0343400,-1.1330600,0.5514700,-1.0967400,-1.4626700,0.4707300,-0.5372000,-1.4287300,0.4505500,-0.4232800,-1.2910900,0.0137700,-0.4721900,-1.7869200,0.0620200,-0.6009300,-1.4770000,0.4886700,-0.6432100,-1.3103500,0.2495100,-0.8779700,-1.5679600,-0.1514600,-0.9239000,-1.4082400,-0.2327400,-1.0453000,-1.4600700,-0.2035700,-1.0619800,-1.6067300,-0.1986000,-0.8921200,-1.8917500,-0.1013600,-0.6100600,-1.8888600,-0.0895000,-0.5906400,-1.8152700,0.1004400,-0.6177600,
75,1.2333333,-1.2332900,0.8433900,-0.7190700,-1.1477800,0.8821300,-0.5886000,-1.2133000,0.8081400,-0.2769200,-1.3424400,0.5323500,-0.1843100,-1.3041400,0.8277700,-0.8397900,-1.3023500,0.5843400,-1.0113200,-1.0782700,0.5677500,-1.0356900,-1.4380500,0.4690200,-0.5273200,-1.4034800,0.4460700,-0.4120600,-1.2312400,0.0284600,-0.4565000,-1.7411500,0.0788600,-0.5725300,-1.4520900,0.4877300,-0.6392300,-1.2984300,0.2438200,-0.8769000,-1.5637200,-0.1459000,-0.9245500,-1.4110400,-0.2350500,-1.0431900,-1.4643000,-0.2042200,-1.0613400,-1.6015400,-0.1866000,-0.8966400,-1.8500900,-0.0931000,-0.6091600,-1.8388400,-0.0779500,-0.5885100,-1.7694300,0.1223500,-0.5888000,
76,1.2500000,-1.2017300,0.8572700,-0.7070400,-1.1160300,0.8916200,-0.5765800,-1.1962300,0.8283600,-0.2660100,-1.3365000,0.5766500,-0.1362300,-1.2618000,0.8320700,-0.8302300,-1.2481500,0.5776600,-0.9799400,-1.0171600,0.5931800,-0.9651200,-1.4113000,0.4682400,-0.5177700,-1.3801400,0.4469400,-0.3991400,-1.1794800,0.0503000,-0.4392800,-1.6955500,0.0917400,-0.5427300,-1.4271800,0.4854200,-0.6378700,-1.2799100,0.2403400,-0.8757700,-1.5580300,-0.1421700,-0.9283800,-1.4098600,-0.2384200,-1.0393100,-1.4640700,-0.2045600,-1.0612100,-1.5960000,-0.1763500,-0.9022900,-1.8228600,-0.0781900,-0.6050800,-1.8018700,-0.0650700,-0.5786200,-1.7241700,0.1407000,-0.5555300,
77,1.2666667,-1.1639900,0.8748300,-0.6917400,-1.0901300,0.9012700,-0.5600800,-1.1816800,0.8537600,-0.2546400,-1.3229300,0.6246800,-0.0915600,-1.2187700,0.8419900,-0.8203700,-1.1918200,0.5745400,-0.9398100,-0.9578700,0.6191500,-0.8884200,-1.3800500,0.4681200,-0.5133900,-1.3531100,0.4507700,-0.3893600,-1.1298700,0.0736600,-0.4222500,-1.6502800,0.1006400,-0.5087000,-1.3991300,0.4840400,-0.6368800,-1.2530400,0.2309400,-0.8745900,-1.5478800,-0.1468500,-0.9337100,-1.4061000,-0.2446200,-1.0354900,-1.4567800,-0.2122000,-1.0608200,-1.5900400,-0.1709800,-0.9089900,-1.7941700,-0.0702800,-0.5819400,-1.7688300,-0.0560300,-0.5459800,-1.6807800,0.1520100,-0.5171100,
78,1.2833333,-1.1238500,0.8922200,-0.6724100,-1.0709700,0.9126000,-0.5333800,-1.1692800,0.8901500,-0.2386800,-1.3021300,0.6777900,-0.0536500,-1.1730900,0.8498100,-0.8079300,-1.1371700,0.5739400,-0.8966800,-0.9040300,0.6416100,-0.8147100,-1.3429700,0.4712300,-0.5091000,-1.3203900,0.4596100,-0.3816100,-1.0767000,0.0981100,-0.4068200,-1.6017800,0.1048600,-0.4669000,-1.3672000,0.4846700,-0.6305000,-1.2284400,0.2361400,-0.8738700,-1.5404300,-0.1347000,-0.9383100,-1.4077500,-0.2387000,-1.0329300,-1.4555100,-0.2021100,-1.0613500,-1.5874200,-0.1661100,-0.9152800,-1.7460700,-0.0801800,-0.5269100,-1.7295600,-0.0560500,-0.4855300,-1.6401600,0.1573000,-0.4711100,
79,1.3000000,-1.0834600,0.9028600,-0.6487600,-1.0490500,0.9292900,-0.4967800,-1.1574600,0.9241700,-0.2179700,-1.2742600,0.7222400,-0.0237900,-1.1240400,0.8599400,-0.7885900,-1.0849800,0.5781200,-0.8559600,-0.8506500,0.6577900,-0.7535200,-1.3023800,0.4804600,-0.4986600,-1.2810000,0.4714400,-0.3718000,-1.0206500,0.1211800,-0.3894000,-1.5516500,0.1064800,-0.4174000,-1.3304500,0.4896700,-0.6162700,-1.2071800,0.2346700,-0.8710400,-1.5274000,-0.1265600,-0.9369400,-1.4075200,-0.2395300,-1.0288800,-1.4514700,-0.2043000,-1.0591200,-1.5889500,-0.1610200,-0.9194400,-1.6831200,-0.0864100,-0.4495000,-1.6820400,-0.0550100,-0.4088100,-1.5970800,0.1522400,-0.4164300,
80,1.3166667,-1.0422400,0.9118200,-0.6212100,-1.0167700,0.9518600,-0.4571600,-1.1459700,0.9653300,-0.1973100,-1.2407200,0.7613700,0.0008800,-1.0714000,0.8746900,-0.7623500,-1.0308800,0.5882000,-0.8195500,-0.7938600,0.6641100,-0.7098900,-1.2637000,0.4944600,-0.4811300,-1.2400800,0.4872100,-0.3580700,-0.9663700,0.1417600,-0.3671600,-1.5024500,0.1064300,-0.3627800,-1.2918600,0.4991200,-0.5963500,-1.1927600,0.2295500,-0.8652100,-1.5146700,-0.1149100,-0.9332800,-1.4085500,-0.2394600,-1.0250000,-1.4493500,-0.2044900,-1.0576100,-1.5949200,-0.1535100,-0.9231700,-1.6112300,-0.0790800,-0.3678000,-1.6161600,-0.0610900,-0.3275600,-1.5511700,0.1517200,-0.3571700,
81,1.3333333,-0.9983800,0.9239900,-0.5888200,-0.9791600,0.9731300,-0.4190700,-1.1315400,0.9973900,-0.1757300,-1.2010700,0.7920500,0.0239000,-1.0167300,0.8917400,-0.7347000,-0.9722200,0.6067600,-0.7888000,-0.7326500,0.6603600,-0.6810500,-1.2290600,0.5096700,-0.4594300,-1.2025900,0.5061700,-0.3408700,-0.9196700,0.1667900,-0.3434400,-1.4506000,0.1012200,-0.3065300,-1.2562200,0.5109500,-0.5749400,-1.1823800,0.2214700,-0.8534200,-1.5037600,-0.1078200,-0.9315600,-1.4134500,-0.2380900,-1.0216400,-1.4471900,-0.2020000,-1.0580400,-1.6011600,-0.1458500,-0.9275100,-1.5185500,-0.0822500,-0.2901200,-1.5269400,-0.0618300,-0.2475700,-1.5004300,0.1389000,-0.2983500,
82,1.3500000,-0.9524600,0.9435000,-0.5511400,-0.9444400,0.9885900,-0.3797200,-1.1144600,1.0259500,-0.1500100,-1.1531000,0.8158700,0.0453600,-0.9620500,0.9071600,-0.7083000,-0.9139700,0.6256600,-0.7641100,-0.6670700,0.6489100,-0.6584900,-1.1958800,0.5243300,-0.4375500,-1.1682200,0.5240900,-0.3220000,-0.8797900,0.1974000,-0.3194500,-1.3882600,0.0819500,-0.2505300,-1.2210600,0.5222800,-0.5550400,-1.1741400,0.2145100,-0.8341200,-1.4962600,-0.1045200,-0.9330000,-1.4211300,-0.2388000,-1.0179700,-1.4430400,-0.1995000,-1.0596200,-1.6027900,-0.1375200,-0.9320800,-1.4025500,-0.0954000,-0.2168700,-1.4133900,-0.0690400,-0.1704100,-1.4514600,0.1197600,-0.2429400,
