0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
83,1.3666667,-0.9051700,0.9667500,-0.5097700,-0.9119900,1.0018800,-0.3358600,-1.0934500,1.0426000,-0.1186300,-1.0967900,0.8309600,0.0640400,-0.9078700,0.9209300,-0.6791700,-0.8653000,0.6428000,-0.7438100,-0.6049000,0.6357300,-0.6388000,-1.1585200,0.5367700,-0.4170600,-1.1327800,0.5396000,-0.3020900,-0.8400800,0.2285200,-0.2900000,-1.3137100,0.0562400,-0.1961000,-1.1772500,0.5332700,-0.5361900,-1.1695600,0.2115900,-0.8098800,-1.4911600,-0.1020900,-0.9366800,-1.4290200,-0.2403300,-1.0149100,-1.4367600,-0.1986300,-1.0618400,-1.5932200,-0.1379700,-0.9384300,-1.2785400,-0.1050700,-0.1477500,-1.2975000,-0.0767700,-0.1005400,-1.3943900,0.0815700,-0.1922600,
84,1.3833333,-0.8572000,0.9860000,-0.4667700,-0.8760400,1.0181000,-0.2897100,-1.0671400,1.0472300,-0.0801000,-1.0374900,0.8346900,0.0820400,-0.8542300,0.9350800,-0.6430100,-0.8253100,0.6577900,-0.7252800,-0.5587100,0.6181900,-0.6259500,-1.1134600,0.5510400,-0.3971200,-1.0925700,0.5557700,-0.2797000,-0.7972100,0.2570400,-0.2512100,-1.2267200,0.0260800,-0.1467200,-1.1223000,0.5473100,-0.5162500,-1.1692600,0.2098400,-0.7837200,-1.4860800,-0.0984900,-0.9424600,-1.4357600,-0.2408100,-1.0147800,-1.4296900,-0.1968500,-1.0653700,-1.5779800,-0.1304000,-0.9512900,-1.1618300,-0.1105100,-0.0842800,-1.1889500,-0.0912200,-0.0414700,-1.3193500,0.0378800,-0.1505500,
85,1.4000000,-0.8114600,0.9971000,-0.4221400,-0.8344700,1.0360700,-0.2442900,-1.0357600,1.0372500,-0.0316400,-0.9776200,0.8288200,0.1039700,-0.8010100,0.9518900,-0.6007300,-0.7859000,0.6763000,-0.7081000,-0.5333900,0.6007300,-0.6206900,-1.0622700,0.5673800,-0.3772700,-1.0495300,0.5745400,-0.2551300,-0.7552500,0.2821100,-0.2043700,-1.1341800,-0.0016000,-0.1064600,-1.0648400,0.5634400,-0.4960100,-1.1727300,0.2103600,-0.7552700,-1.4783400,-0.0950000,-0.9482200,-1.4380700,-0.2416700,-1.0171300,-1.4220900,-0.1942700,-1.0690700,-1.5580200,-0.1248500,-0.9658700,-1.0492100,-0.1334500,-0.0280500,-1.0811900,-0.1151700,0.0076100,-1.2256000,-0.0025200,-0.1194800,
86,1.4166667,-0.7695000,1.0019700,-0.3755200,-0.7901000,1.0489100,-0.1986100,-1.0005500,1.0132100,0.0250200,-0.9145400,0.8170500,0.1289400,-0.7466700,0.9702000,-0.5558000,-0.7434700,0.7002900,-0.6909700,-0.5192300,0.5827000,-0.6159900,-1.0108000,0.5827600,-0.3581200,-1.0073500,0.5913200,-0.2324800,-0.7182700,0.3028000,-0.1522200,-1.0422800,-0.0299300,-0.0747500,-1.0100000,0.5773600,-0.4783700,-1.1721900,0.2092500,-0.7216000,-1.4665800,-0.0920500,-0.9481200,-1.4360900,-0.2393300,-1.0185100,-1.4148300,-0.1919000,-1.0687700,-1.5398100,-0.1173200,-0.9708800,-0.9521400,-0.1403400,0.0216800,-0.9810900,-0.1283200,0.0504700,-1.1202500,-0.0488400,-0.0955700,
87,1.4333333,-0.7277800,1.0049300,-0.3288000,-0.7466900,1.0533600,-0.1511600,-0.9615900,0.9810300,0.0821900,-0.8469600,0.7895800,0.1507100,-0.6911200,0.9865500,-0.5105300,-0.7008400,0.7249900,-0.6704700,-0.5072800,0.5689800,-0.6076500,-0.9630900,0.5945500,-0.3398600,-0.9645700,0.6019200,-0.2148100,-0.6826800,0.3197400,-0.0985300,-0.9529100,-0.0593300,-0.0479300,-0.9553100,0.5880800,-0.4627800,-1.1584200,0.2096800,-0.6846600,-1.4531200,-0.0835000,-0.9365500,-1.4399800,-0.2353200,-1.0139900,-1.4130000,-0.1898300,-1.0591400,-1.5245600,-0.1009100,-0.9573300,-0.8536100,-0.1631600,0.0636400,-0.8886800,-0.1429500,0.0888600,-1.0170600,-0.0891500,-0.0742400,
88,1.4500000,-0.6818200,1.0093800,-0.2841300,-0.7049100,1.0490000,-0.1032400,-0.9195400,0.9440800,0.1304100,-0.7796000,0.7546800,0.1664500,-0.6369600,0.9989500,-0.4658900,-0.6625800,0.7491100,-0.6467700,-0.4961500,0.5625200,-0.5971700,-0.9170000,0.6024400,-0.3223700,-0.9195500,0.6088700,-0.2004500,-0.6445800,0.3326000,-0.0499200,-0.8702800,-0.0760000,-0.0225700,-0.9010900,0.5914300,-0.4458500,-1.1280200,0.2088800,-0.6487800,-1.4405800,-0.0721800,-0.9109500,-1.4640000,-0.2365700,-0.9971200,-1.4245600,-0.1922500,-1.0354300,-1.5119800,-0.0742100,-0.9264200,-0.7655100,-0.1673400,0.0995700,-0.8031500,-0.1552700,0.1222800,-0.9236800,-0.1176800,-0.0524300,
89,1.4666667,-0.6312900,1.0154800,-0.2415600,-0.6628100,1.0383300,-0.0579500,-0.8760600,0.9063200,0.1651100,-0.7116700,0.7132600,0.1795900,-0.5852100,1.0084600,-0.4217900,-0.6302900,0.7725400,-0.6225900,-0.4857900,0.5637800,-0.5847600,-0.8682900,0.6063000,-0.3057800,-0.8748700,0.6132200,-0.1852300,-0.6086900,0.3386500,-0.0122400,-0.7949000,-0.0965300,0.0035400,-0.8511800,0.5929200,-0.4274400,-1.0842600,0.2057200,-0.6116300,-1.4346900,-0.0522100,-0.8723800,-1.5070400,-0.2368200,-0.9613300,-1.4543400,-0.1930600,-0.9940500,-1.5048500,-0.0456800,-0.8844600,-0.6831700,-0.1795300,0.1305900,-0.7251500,-0.1660100,0.1512100,-0.8433800,-0.1429500,-0.0268300,
90,1.4833333,-0.5797700,1.0206400,-0.2003000,-0.6203400,1.0286300,-0.0180600,-0.8268100,0.8644100,0.1903600,-0.6400700,0.6757100,0.1938100,-0.5350000,1.0178600,-0.3781800,-0.6014200,0.7964300,-0.5975100,-0.4756500,0.5709200,-0.5690400,-0.8178700,0.6053900,-0.2888200,-0.8321400,0.6115800,-0.1660600,-0.5792600,0.3356000,0.0147800,-0.7385200,-0.1207500,0.0318100,-0.8040800,0.5932200,-0.4100100,-1.0276900,0.1913500,-0.5674700,-1.4293000,-0.0305700,-0.8219100,-1.5365900,-0.2337500,-0.9029800,-1.4865900,-0.1926700,-0.9314100,-1.5019200,-0.0165200,-0.8345500,-0.6214600,-0.1911800,0.1592500,-0.6608000,-0.1838100,0.1783400,-0.7839800,-0.1657100,0.0033600,
91,1.5000000,-0.5308500,1.0229300,-0.1604200,-0.5802700,1.0223100,0.0158000,-0.7650100,0.8270000,0.2124300,-0.5633800,0.6337300,0.2086800,-0.4870600,1.0267400,-0.3363000,-0.5724200,0.8207500,-0.5702000,-0.4668200,0.5807400,-0.5500300,-0.7702600,0.6002300,-0.2684500,-0.7901300,0.6061400,-0.1437500,-0.5527200,0.3232100,0.0362400,-0.7073300,-0.1385600,0.0596100,-0.7568700,0.5869100,-0.3927100,-0.9621200,0.1684600,-0.5205800,-1.4129600,-0.0078400,-0.7634000,-1.5247000,-0.2152100,-0.8281600,-1.4984800,-0.1815000,-0.8522800,-1.4872000,0.0178300,-0.7780600,-0.5791900,-0.2049200,0.1847200,-0.6216100,-0.1960800,0.2044200,-0.7486800,-0.1870400,0.0315900,
92,1.5166667,-0.4860800,1.0228900,-0.1231100,-0.5430100,1.0164600,0.0457700,-0.6888100,0.7860200,0.2330400,-0.4868100,0.5931600,0.2194300,-0.4424100,1.0327800,-0.2969100,-0.5420600,0.8443100,-0.5414500,-0.4597100,0.5916200,-0.5275300,-0.7277400,0.5954800,-0.2445000,-0.7456300,0.6018600,-0.1213700,-0.5273000,0.3105200,0.0564300,-0.6929300,-0.1468400,0.0805100,-0.7108500,0.5827900,-0.3708500,-0.8937000,0.1495200,-0.4796600,-1.3740600,0.0188600,-0.7021400,-1.4712800,-0.1815900,-0.7483500,-1.4757700,-0.1556800,-0.7703500,-1.4413100,0.0551800,-0.7177900,-0.5554000,-0.2108000,0.2026700,-0.6035900,-0.2025900,0.2240100,-0.7346600,-0.1969000,0.0485300,
93,1.5333333,-0.4459200,1.0221200,-0.0895000,-0.5042700,1.0064600,0.0752100,-0.6080500,0.7508300,0.2506200,-0.4127400,0.5650000,0.2211300,-0.3988700,1.0354500,-0.2587300,-0.5097800,0.8665600,-0.5112200,-0.4515100,0.6029300,-0.5017300,-0.6873700,0.5925000,-0.2200300,-0.6980900,0.6029300,-0.1003100,-0.5019600,0.3000300,0.0764400,-0.6869000,-0.1481700,0.0902600,-0.6653800,0.5771000,-0.3431700,-0.8243500,0.1328400,-0.4441100,-1.3082900,0.0467400,-0.6414400,-1.3996100,-0.1413600,-0.6746300,-1.4247300,-0.1187900,-0.6982200,-1.3652000,0.0922400,-0.6552900,-0.5444200,-0.2135400,0.2103300,-0.5973200,-0.2049400,0.2333500,-0.7302300,-0.1990700,0.0532800,
94,1.5500000,-0.4083700,1.0207400,-0.0591200,-0.4608700,0.9926900,0.1054900,-0.5324800,0.7213000,0.2635200,-0.3354200,0.5459600,0.2140300,-0.3526700,1.0375100,-0.2211700,-0.4752700,0.8865100,-0.4781500,-0.4378900,0.6171000,-0.4736700,-0.6441400,0.5937900,-0.1970600,-0.6520000,0.6068800,-0.0801800,-0.4734100,0.2875900,0.0950200,-0.6887800,-0.1478200,0.0928400,-0.6204900,0.5752300,-0.3153200,-0.7526100,0.1090700,-0.4052800,-1.2299400,0.0751000,-0.5808600,-1.3323200,-0.1066700,-0.6114000,-1.3611600,-0.0811600,-0.6365500,-1.2760500,0.1219700,-0.5900900,-0.5424400,-0.2136400,0.2110300,-0.5952400,-0.2055800,0.2359600,-0.7335100,-0.1972900,0.0539200,
95,1.5666667,-0.3676100,1.0178000,-0.0315800,-0.4146400,0.9801500,0.1338000,-0.4642700,0.6950400,0.2702600,-0.2514100,0.5332300,0.2036400,-0.3033000,1.0408700,-0.1876500,-0.4409000,0.9019700,-0.4435100,-0.4165400,0.6332800,-0.4437500,-0.5960700,0.5970300,-0.1757200,-0.6096200,0.6106000,-0.0601500,-0.4435600,0.2793700,0.1108400,-0.6949600,-0.1512800,0.0953200,-0.5751000,0.5785800,-0.2916900,-0.6776600,0.0892800,-0.3568800,-1.1556700,0.0990200,-0.5159900,-1.2726900,-0.0882100,-0.5532900,-1.2892600,-0.0594200,-0.5759400,-1.1917400,0.1521100,-0.5237500,-0.5426400,-0.2141600,0.2105800,-0.5938700,-0.2058600,0.2374200,-0.7409300,-0.1992200,0.0565400,
96,1.5833333,-0.3188800,1.0136800,-0.0076200,-0.3674300,0.9730600,0.1561700,-0.3994400,0.6782500,0.2728100,-0.1662200,0.5328600,0.1938400,-0.2546100,1.0438700,-0.1625400,-0.4095400,0.9146100,-0.4113200,-0.3917800,0.6540300,-0.4142000,-0.5481300,0.5970500,-0.1551700,-0.5673300,0.6088900,-0.0390600,-0.4144800,0.2697800,0.1247200,-0.6975900,-0.1552600,0.0989700,-0.5294100,0.5835900,-0.2711200,-0.5972100,0.0854500,-0.3013000,-1.0824000,0.1061000,-0.4454900,-1.2023300,-0.0895400,-0.4912100,-1.2044700,-0.0596600,-0.5104800,-1.1085200,0.1631500,-0.4564100,-0.5416800,-0.2148200,0.2113000,-0.5918700,-0.2057900,0.2390300,-0.7450700,-0.2009300,0.0608700,
97,1.6000000,-0.2639700,1.0099000,0.0138200,-0.3173800,0.9703500,0.1735300,-0.3321300,0.6658500,0.2770700,-0.0866600,0.5424500,0.1833100,-0.2086300,1.0448500,-0.1446600,-0.3792600,0.9280700,-0.3822100,-0.3669400,0.6733300,-0.3868800,-0.5060300,0.5922600,-0.1346300,-0.5247300,0.6015900,-0.0177200,-0.3904900,0.2581800,0.1375500,-0.6939300,-0.1560200,0.1018500,-0.4862400,0.5833900,-0.2513000,-0.5072500,0.0922300,-0.2459600,-1.0032400,0.1155700,-0.3749400,-1.1147700,-0.0810100,-0.4234300,-1.1162200,-0.0494900,-0.4426900,-1.0265200,0.1718200,-0.3888000,-0.5413800,-0.2142500,0.2115600,-0.5906800,-0.2058200,0.2385900,-0.7420400,-0.1987200,0.0659100,
98,1.6166667,-0.2084000,1.0074700,0.0343200,-0.2622100,0.9710300,0.1904000,-0.2622100,0.6570600,0.2839200,-0.0135700,0.5572200,0.1692700,-0.1615900,1.0455900,-0.1286700,-0.3451200,0.9398300,-0.3520700,-0.3408100,0.6884400,-0.3617400,-0.4687400,0.5882300,-0.1156100,-0.4838300,0.5943900,0.0023900,-0.3725700,0.2433700,0.1498700,-0.6887100,-0.1573000,0.1037200,-0.4475300,0.5799200,-0.2316800,-0.4103400,0.1101700,-0.1951400,-0.9026800,0.0978100,-0.3089900,-0.9992900,-0.1030900,-0.3496000,-1.0089800,-0.0818800,-0.3735200,-0.9417500,0.1676400,-0.3217700,-0.5438600,-0.2134600,0.2099200,-0.5933900,-0.2063800,0.2352200,-0.7353300,-0.1983900,0.0713100,
99,1.6333333,-0.1548400,1.0067500,0.0515400,-0.2011400,0.9727500,0.2077900,-0.1935800,0.6535400,0.2883200,0.0580700,0.5779700,0.1523700,-0.1110700,1.0467700,-0.1127700,-0.3068900,0.9497500,-0.3216700,-0.3094200,0.7034200,-0.3393100,-0.4298400,0.5871400,-0.0996600,-0.4434200,0.5924600,0.0214300,-0.3559300,0.2227800,0.1619900,-0.6867700,-0.1611800,0.1052200,-0.4089900,0.5813200,-0.2117900,-0.3132100,0.1379700,-0.1487300,-0.8000200,0.0968000,-0.2503100,-0.8797400,-0.1190300,-0.2709900,-0.9011400,-0.0934400,-0.3019600,-0.8586900,0.1542700,-0.2576000,-0.5477000,-0.2144000,0.2077700,-0.6000200,-0.2077000,0.2310900,-0.7327700,-0.1980400,0.0759400,
100,1.6500000,-0.1023700,1.0069300,0.0636100,-0.1360700,0.9774800,0.2234200,-0.1304700,0.6545300,0.2886500,0.1285600,0.6035800,0.1364700,-0.0611700,1.0481000,-0.0992800,-0.2674800,0.9580700,-0.2983400,-0.2692200,0.7189900,-0.3199100,-0.3857300,0.5937500,-0.0845900,-0.4015300,0.5947000,0.0392100,-0.3398000,0.2070100,0.1719300,-0.6839000,-0.1615000,0.1090500,-0.3636400,0.5901600,-0.1914600,-0.2193200,0.1712700,-0.1053400,-0.6978300,0.0801400,-0.1974600,-0.7589100,-0.1302900,-0.1892400,-0.7820600,-0.1047300,-0.2283400,-0.7749100,0.1143200,-0.1981600,-0.5522600,-0.2173700,0.2063100,-0.6074800,-0.2086600,0.2289800,-0.7321000,-0.1933200,0.0814700,
101,1.6666667,-0.0484300,1.0086700,0.0736800,-0.0701200,0.9818100,0.2369800,-0.0717400,0.6585900,0.2892900,0.1890000,0.6328200,0.1252700,-0.0138200,1.0497300,-0.0892100,-0.2273200,0.9755300,-0.2832800,-0.2221900,0.7342000,-0.3018200,-0.3367900,0.6031600,-0.0662400,-0.3590600,0.6011100,0.0552700,-0.3239500,0.1943000,0.1779800,-0.6719400,-0.1493000,0.1200400,-0.3120100,0.6046700,-0.1716300,-0.1273500,0.2093900,-0.0650200,-0.6050000,0.0593200,-0.1463500,-0.6313000,-0.1547200,-0.1127900,-0.6512400,-0.1313500,-0.1577800,-0.6965200,0.0824300,-0.1421900,-0.5612000,-0.2200900,0.2038000,-0.6118300,-0.2074700,0.2302900,-0.7254200,-0.1821800,0.0912900,
102,1.6833333,0.0098300,1.0155300,0.0847500,-0.0051200,0.9898400,0.2494200,-0.0119700,0.6641400,0.2947600,0.2373400,0.6589200,0.1222100,0.0365300,1.0522200,-0.0811000,-0.1818000,0.9864400,-0.2678800,-0.1741000,0.7466800,-0.2849200,-0.2876200,0.6150500,-0.0455500,-0.3165900,0.6100400,0.0699100,-0.3089800,0.1879900,0.1821100,-0.6549300,-0.1272300,0.1358400,-0.2592600,0.6206000,-0.1532700,-0.0362200,0.2469400,-0.0313600,-0.5120700,0.0261100,-0.0958500,-0.4998500,-0.1849700,-0.0482700,-0.5161800,-0.1681800,-0.0962100,-0.6053700,0.0266200,-0.0928600,-0.5724900,-0.2243200,0.1998100,-0.6111400,-0.2057700,0.2337700,-0.7113200,-0.1749000,0.1025700,
103,1.7000000,0.0722400,1.0262700,0.0968900,0.0600600,0.9969000,0.2617700,0.0488800,0.6729100,0.3060200,0.2815100,0.6788800,0.1273900,0.0940200,1.0576200,-0.0732900,-0.1306500,0.9988000,-0.2495500,-0.1272600,0.7565600,-0.2708200,-0.2380700,0.6283000,-0.0266400,-0.2715400,0.6177100,0.0830200,-0.2918600,0.1903000,0.1882700,-0.6444800,-0.1175500,0.1448300,-0.2056300,0.6406700,-0.1369600,0.0502200,0.2852100,-0.0060300,-0.4114500,-0.0095800,-0.0449700,-0.3654600,-0.2011000,0.0102000,-0.3832100,-0.1900800,-0.0412500,-0.5029500,-0.0220400,-0.0445300,-0.5744200,-0.2399900,0.1969300,-0.6078000,-0.2130000,0.2351700,-0.7078300,-0.1589300,0.1085100,
104,1.7166667,0.1347800,1.0396200,0.1099800,0.1255100,1.0064100,0.2750700,0.1083000,0.6821400,0.3217300,0.3271100,0.6937500,0.1356900,0.1556300,1.0660000,-0.0643800,-0.0772000,1.0039400,-0.2327000,-0.0781400,0.7639400,-0.2574700,-0.1829300,0.6407600,-0.0091900,-0.2200100,0.6256300,0.0965100,-0.2719500,0.1992900,0.1963100,-0.6506400,-0.1161000,0.1431900,-0.1453400,0.6554900,-0.1202300,0.1300400,0.3214800,0.0163300,-0.3041100,-0.0343800,0.0103300,-0.2157100,-0.2069500,0.0695700,-0.2414400,-0.2041700,0.0121200,-0.3840000,-0.0768300,0.0056100,-0.5749800,-0.2412700,0.1974500,-0.6118100,-0.2186100,0.2320300,-0.7167200,-0.1382500,0.1090000,
105,1.7333333,0.1950800,1.0545100,0.1231500,0.1913900,1.0189300,0.2890100,0.1658200,0.6952700,0.3401900,0.3727700,0.7069400,0.1436800,0.2160100,1.0777300,-0.0537000,-0.0255300,1.0090800,-0.2207600,-0.0235700,0.7705300,-0.2408100,-0.1220700,0.6544200,0.0097400,-0.1616700,0.6334300,0.1138900,-0.2517100,0.2102300,0.2025500,-0.6584500,-0.1190000,0.1392300,-0.0812100,0.6725100,-0.1002000,0.2049100,0.3525700,0.0401700,-0.1937600,-0.0534300,0.0777900,-0.0428200,-0.1925100,0.1328400,-0.0788300,-0.1973100,0.0786500,-0.2730500,-0.0902000,0.0760400,-0.5688800,-0.2348800,0.2017300,-0.6137700,-0.2229400,0.2299900,-0.7213300,-0.1320600,0.1087600,
106,1.7500000,0.2549900,1.0675900,0.1342600,0.2575700,1.0346700,0.3014400,0.2218700,0.7217800,0.3606900,0.4174100,0.7215600,0.1533300,0.2728800,1.0928000,-0.0419600,0.0261300,1.0095200,-0.2108900,0.0373900,0.7753400,-0.2201100,-0.0606200,0.6679200,0.0305700,-0.1032700,0.6411100,0.1352900,-0.2314500,0.2227800,0.2062600,-0.6541500,-0.1138100,0.1399600,-0.0168400,0.6854500,-0.0758600,0.2756000,0.3739100,0.0625300,-0.0413000,-0.0627800,0.1528700,0.1434200,-0.1680900,0.1721300,0.1199900,-0.1706700,0.1193400,-0.1442700,-0.1100500,0.1560200,-0.5560300,-0.2291900,0.2090600,-0.6068900,-0.2208400,0.2344900,-0.7196300,-0.1219900,0.1108400,
107,1.7666667,0.3163600,1.0776000,0.1429800,0.3228900,1.0471900,0.3106900,0.2773500,0.7620500,0.3835700,0.4616100,0.7383600,0.1674300,0.3271300,1.1076400,-0.0314500,0.0796800,1.0175100,-0.1994400,0.1040900,0.7799700,-0.1971600,-0.0012500,0.6790300,0.0535600,-0.0483600,0.6463200,0.1595900,-0.2083900,0.2419800,0.2082200,-0.6375100,-0.0884000,0.1443100,0.0454100,0.6962800,-0.0497600,0.3408900,0.3836300,0.0807600,0.1085700,-0.0612400,0.1875600,0.2980400,-0.1515800,0.2095100,0.2689700,-0.1522100,0.1598400,0.0200600,-0.1235200,0.2086600,-0.5472900,-0.2235300,0.2159300,-0.5953400,-0.2144700,0.2423900,-0.7094400,-0.0995400,0.1168900,
108,1.7833333,0.3778400,1.0871800,0.1510800,0.3857300,1.0612100,0.3179200,0.3329800,0.7970400,0.4079900,0.5045200,0.7536200,0.1870200,0.3798600,1.1183900,-0.0253900,0.1358000,1.0198800,-0.1845300,0.1737000,0.7840000,-0.1723400,0.0588500,0.6841200,0.0805400,0.0086500,0.6482300,0.1865600,-0.1786900,0.2606400,0.2090800,-0.6060900,-0.0530500,0.1498800,0.1064600,0.7009400,-0.0232300,0.3999000,0.3839700,0.0985900,0.2252200,-0.0724700,0.2348700,0.4261500,-0.1359300,0.2487900,0.3971000,-0.1412200,0.2036900,0.1477100,-0.1348500,0.2520800,-0.5460600,-0.2186100,0.2183000,-0.5842200,-0.2071300,0.2469100,-0.6871500,-0.0691400,0.1281600,
109,1.8000000,0.4372400,1.0962500,0.1602500,0.4461600,1.0715700,0.3259000,0.3811800,0.8199000,0.4279200,0.5453200,0.7565200,0.2120100,0.4320900,1.1235600,-0.0242500,0.1940700,1.0154900,-0.1692000,0.2426500,0.7861000,-0.1464400,0.1219500,0.6828600,0.1098500,0.0732800,0.6485700,0.2151600,-0.1394500,0.2700900,0.2119600,-0.5605500,-0.0165200,0.1580100,0.1666200,0.6988700,0.0026800,0.4532700,0.3801900,0.1200100,0.3252700,-0.0803300,0.2822500,0.5290800,-0.1306400,0.2901300,0.5008700,-0.1401800,0.2477100,0.2528200,-0.1472000,0.2984700,-0.5447500,-0.2108000,0.2146400,-0.5721600,-0.1968400,0.2440200,-0.6500400,-0.0323800,0.1437600,
110,1.8166667,0.4944900,1.1046300,0.1710200,0.5042600,1.0815300,0.3367400,0.4235300,0.8151000,0.4428000,0.5843100,0.7443300,0.2405600,0.4851900,1.1241600,-0.0215500,0.2552500,1.0053800,-0.1565000,0.3117500,0.7848600,-0.1219300,0.1864100,0.6779900,0.1356200,0.1428400,0.6504800,0.2423300,-0.0861500,0.2720400,0.2219400,-0.5039600,0.0209600,0.1716800,0.2259800,0.6971600,0.0246000,0.5045600,0.3704900,0.1451600,0.4065200,-0.0907200,0.3254800,0.6068300,-0.1400100,0.3316600,0.5763000,-0.1481900,0.2894000,0.3402400,-0.1619400,0.3476800,-0.5337500,-0.1921500,0.2061600,-0.5565500,-0.1775800,0.2345200,-0.5958200,0.0125200,0.1611900,
111,1.8333333,0.5522200,1.1118000,0.1819800,0.5610900,1.0887000,0.3500300,0.4606600,0.8152500,0.4543000,0.6217400,0.7332000,0.2685000,0.5374400,1.1241200,-0.0059100,0.3184600,0.9942300,-0.1470000,0.3844300,0.7807800,-0.1001900,0.2490800,0.6748600,0.1548900,0.2112700,0.6550900,0.2655500,-0.0087300,0.2589200,0.2418700,-0.4393600,0.0590300,0.1908600,0.2867400,0.6934300,0.0418500,0.5551100,0.3562100,0.1721300,0.4664700,-0.1071000,0.3658400,0.6643200,-0.1595200,0.3701900,0.6341100,-0.1677500,0.3289200,0.4062700,-0.1786800,0.3950000,-0.5073000,-0.1595900,0.1987500,-0.5324900,-0.1443800,0.2253000,-0.5270600,0.0640500,0.1781600,
